Daytime/evening attendance,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,2.909,1,1,2.373,0,0,1,0,0,1,0,0,6,13,6,6.577,0,6,12,3,5.5,1
1,4.818,1,1,4.055,0,0,1,0,1,1,0,0,6,6,6,7.25,0,6,6,6,6.417,0
1,4.091,2,2,3.455,0,0,1,0,1,1,0,0,7,7,7,7.221,0,8,8,8,6.828,1
1,5.273,1,3,4.927,0,0,1,0,0,1,0,0,6,6,6,7.583,0,6,7,6,7.143,1
1,4.0,2,3,3.591,0,0,1,0,1,1,0,0,5,5,5,5.8,0,5,12,4,6.312,1
1,2.909,1,1,2.436,0,1,1,0,0,1,0,0,6,6,6,5.833,0,6,6,6,6.167,1
1,6.364,3,3,6.364,0,0,1,0,1,1,0,0,6,8,6,6.312,0,6,10,6,6.6,1
1,3.273,3,3,3.373,0,0,1,0,1,1,0,0,6,14,3,6.333,0,6,7,6,5.5,1
1,2.273,3,3,2.082,0,0,1,0,1,1,0,0,6,7,6,5.929,0,6,8,6,6.571,1
1,3.636,2,2,2.873,0,0,1,0,0,1,0,0,6,7,6,7.357,0,6,6,6,7.917,1
1,3.636,3,1,3.636,1,1,1,0,0,1,1,0,6,6,6,6.75,0,6,9,5,6.5,1
1,4.091,3,2,2.882,0,0,1,0,1,1,0,0,5,7,4,5.75,0,5,5,5,6.2,1
1,2.727,1,3,2.727,0,0,1,0,0,2,0,2,5,9,2,7.0,0,5,5,0,0.0,0
1,5.273,2,2,4.864,0,0,1,0,1,1,0,0,7,8,6,6.417,0,6,6,0,0.0,0
1,4.182,1,1,3.482,0,0,1,0,1,1,0,0,7,7,7,6.714,0,8,8,8,7.375,1
1,1.636,2,1,1.991,0,0,1,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,5.727,1,1,4.327,0,0,1,0,0,1,0,0,6,6,6,8.0,0,6,7,6,7.167,1
1,4.091,2,2,4.091,0,0,1,0,0,1,0,0,6,6,6,6.917,0,6,6,6,5.917,1
1,5.091,2,3,3.982,0,0,1,0,0,1,0,0,8,9,8,6.616,0,8,9,8,6.616,1
1,3.636,2,2,3.355,0,0,1,1,1,1,0,0,6,6,6,7.0,0,6,6,6,7.083,1
1,2.091,1,1,1.518,0,1,1,1,1,1,0,0,6,14,2,5.0,0,6,6,0,0.0,0
0,5.064,3,3,5.064,0,0,1,0,0,2,1,8,16,16,15,6.667,11,13,13,11,6.136,1
0,3.273,3,3,2.609,0,0,1,0,0,1,0,0,6,6,6,6.25,0,6,6,6,5.75,1
0,6.364,3,3,6.527,0,1,1,1,0,2,0,0,5,8,2,5.25,0,5,5,0,0.0,0
1,3.636,1,1,3.636,0,0,1,0,0,1,1,0,5,10,4,6.0,0,5,6,5,5.7,1
1,6.0,2,1,4.255,0,0,1,0,0,1,0,0,6,6,6,7.0,0,6,6,6,6.75,0
1,4.636,1,2,3.718,0,0,1,0,0,1,0,0,6,7,6,6.75,0,6,8,5,6.3,1
1,4.818,2,3,3.364,0,0,1,0,0,1,0,0,8,8,8,6.537,0,8,8,8,6.537,1
1,3.918,3,3,2.727,0,0,1,0,0,3,0,0,7,9,2,5.375,0,7,9,0,0.0,0
1,7.455,3,3,5.8,0,0,1,0,1,1,1,0,6,6,6,7.0,0,6,6,6,6.667,1
1,4.545,2,2,4.545,0,0,1,1,0,1,1,0,6,7,6,6.167,0,6,7,6,6.714,1
1,4.727,3,1,4.236,0,0,1,0,1,1,0,0,7,7,7,6.732,0,8,9,8,7.394,1
1,5.273,2,1,4.545,0,0,1,0,1,1,0,0,6,6,6,6.833,0,6,6,6,7.333,1
1,4.273,2,3,3.709,0,1,1,0,0,1,0,0,8,9,8,7.201,0,8,9,8,7.201,1
1,4.818,3,3,4.436,0,0,1,0,0,2,0,0,7,9,7,7.734,0,8,8,8,8.194,1
1,3.918,1,1,1.818,0,1,1,0,0,2,0,0,6,8,6,6.312,0,6,6,6,7.083,1
1,4.364,3,2,3.436,0,0,1,0,0,1,0,0,7,7,6,7.492,0,7,7,6,7.492,1
1,4.364,3,3,4.018,0,0,1,0,1,1,0,0,6,6,6,7.5,0,6,6,6,6.5,1
0,5.455,3,3,4.818,0,0,1,0,0,3,0,5,9,9,9,7.944,3,7,7,7,7.071,1
1,2.727,3,3,2.727,0,1,1,0,0,2,0,0,6,14,4,5.75,0,6,14,3,5.5,0
1,1.818,3,3,2.109,0,0,1,0,0,2,0,0,6,14,2,5.25,0,6,11,1,5.0,0
1,5.091,2,3,4.164,0,0,1,0,0,1,0,0,7,7,6,6.992,0,7,7,6,6.992,1
1,5.273,3,3,4.864,0,0,1,0,0,1,0,0,6,6,6,6.5,0,6,6,6,6.417,1
1,5.0,2,3,5.355,0,0,1,0,1,1,0,0,6,6,6,6.833,0,6,6,6,6.5,1
1,3.918,3,3,2.327,0,0,0,0,0,2,0,0,6,8,0,0.0,0,6,8,0,0.0,0
1,6.364,3,3,6.3,0,0,1,0,0,1,0,0,5,5,5,7.2,0,5,5,5,7.7,1
1,3.636,2,2,3.927,0,0,1,0,0,1,0,0,6,6,6,7.083,0,6,7,6,6.833,1
0,2.727,3,3,2.509,0,0,1,0,0,1,0,0,6,8,5,6.1,0,6,7,6,6.0,1
1,2.727,3,3,2.964,0,0,1,0,0,1,0,0,6,8,3,6.167,0,6,11,2,5.25,0
1,3.918,2,2,0.909,0,0,1,0,0,2,0,0,6,6,0,0.0,0,6,6,0,0.0,0
1,3.636,3,2,3.636,0,0,1,0,0,1,0,4,9,9,9,5.444,3,10,18,10,5.808,1
1,2.727,2,2,2.982,0,0,1,0,0,2,0,0,7,12,6,6.083,0,8,8,8,5.838,0
1,4.091,2,3,5.082,0,0,1,0,1,1,0,0,6,6,6,6.333,0,6,6,6,6.083,1
1,3.918,1,3,4.818,0,1,1,0,0,1,0,0,6,9,5,5.7,0,6,8,5,6.1,0
1,5.0,2,3,0.909,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,4.364,3,3,3.191,1,0,1,0,1,1,0,0,6,6,6,6.75,0,6,8,5,6.4,0
1,3.273,3,2,2.8,0,0,1,0,0,1,0,0,6,7,6,6.143,0,6,7,6,6.417,1
1,2.818,3,3,2.182,0,0,0,0,0,1,0,0,5,12,0,0.0,0,5,8,0,0.0,0
1,5.636,3,3,3.827,0,0,1,0,0,1,0,0,6,10,2,5.25,0,6,11,1,6.5,0
1,6.364,3,3,6.364,0,0,1,0,0,2,0,0,5,12,3,7.0,0,5,8,5,6.0,1
1,4.0,3,3,4.0,0,0,1,0,0,1,0,2,5,7,5,7.1,0,5,10,5,6.1,1
1,3.455,3,1,3.109,0,0,1,0,0,1,0,0,6,8,5,6.5,0,6,7,6,6.571,0
1,3.182,3,3,2.327,0,0,1,0,0,1,0,0,6,6,6,5.5,0,6,8,4,6.375,1
0,3.636,3,3,3.473,0,0,1,0,0,2,0,3,8,9,3,5.5,2,7,7,2,5.0,0
1,4.364,1,3,3.891,0,0,1,0,0,1,0,0,7,9,6,6.193,0,8,9,8,6.878,1
1,2.818,1,1,3.009,0,0,1,1,0,1,0,0,6,12,4,7.375,0,6,7,4,6.125,1
1,4.0,1,2,3.236,0,0,1,0,0,1,1,0,5,6,5,8.083,0,5,6,5,7.917,1
0,3.636,1,3,2.273,0,0,1,1,0,2,0,0,5,7,0,0.0,0,5,8,0,0.0,0
1,3.273,1,2,3.055,0,0,1,1,0,1,0,0,5,6,5,6.2,0,5,9,3,6.5,0
1,5.273,1,1,4.7,0,0,0,1,0,1,0,0,6,8,5,5.8,0,6,11,4,6.5,0
1,6.364,2,3,4.455,0,0,1,0,1,1,0,0,6,8,5,6.1,0,6,13,0,0.0,0
1,2.545,1,2,2.545,0,0,1,0,1,1,0,0,6,7,5,5.5,0,6,7,5,6.4,1
1,5.455,3,2,4.727,0,0,1,0,1,1,0,0,6,8,6,6.167,0,6,7,5,6.2,0
1,4.545,1,1,4.855,0,0,1,0,1,1,0,3,6,6,6,7.417,2,6,7,6,6.286,1
1,1.818,1,3,1.373,0,0,1,0,1,1,0,0,6,6,6,6.0,0,6,6,6,5.917,1
0,4.545,2,3,4.364,0,1,1,0,1,1,0,13,13,13,11,6.364,9,11,11,10,6.3,1
0,3.918,3,3,2.245,0,0,1,0,0,2,1,2,2,2,2,5.25,1,1,1,1,5.5,0
1,4.545,1,3,3.682,0,0,1,0,0,1,1,0,6,6,6,6.167,0,6,6,6,6.0,1
0,1.818,3,3,4.027,0,0,1,1,0,2,0,0,5,10,0,0.0,0,5,7,1,6.0,0
1,5.273,1,1,4.318,0,0,1,1,0,1,0,0,7,7,7,7.421,0,8,9,8,7.194,1
0,3.636,1,1,5.645,0,0,1,1,0,2,0,0,5,13,2,5.5,0,5,12,1,6.0,0
1,3.818,3,3,3.282,0,0,1,1,0,1,0,0,6,9,4,5.375,0,6,12,0,0.0,0
1,3.636,1,1,4.182,0,0,1,1,0,1,0,0,8,9,8,6.277,0,8,9,8,6.277,1
1,3.455,2,1,3.118,0,0,1,1,0,1,0,0,8,8,7,6.333,0,8,8,7,6.333,1
1,3.918,1,1,4.191,0,0,1,1,0,2,0,0,7,7,2,5.875,0,5,10,0,0.0,0
1,2.727,3,3,2.282,0,0,0,1,0,1,0,0,6,11,3,5.5,0,6,14,0,0.0,0
1,5.0,1,1,4.873,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.364,3,3,2.345,0,0,1,1,0,1,0,0,5,5,5,6.7,0,5,6,5,6.1,1
1,4.091,2,2,5.364,0,0,1,1,0,1,0,14,17,21,17,6.289,15,17,20,17,6.059,1
1,3.918,3,3,0.909,0,0,1,1,0,3,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,3.182,3,3,3.945,0,0,1,1,1,1,0,0,6,8,6,6.0,0,6,8,6,5.75,1
1,3.364,1,1,2.982,0,0,1,1,0,1,0,0,6,6,3,6.167,0,6,9,0,0.0,0
0,3.918,3,1,5.564,0,0,1,1,0,2,0,0,5,11,4,5.75,0,5,11,3,6.75,0
1,5.455,3,2,4.273,0,0,1,1,0,2,0,1,6,7,5,6.4,1,6,11,5,6.917,1
1,3.918,1,3,2.545,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.636,3,3,3.636,0,1,0,1,0,1,0,0,6,16,4,5.9,0,6,15,2,6.0,0
0,3.918,3,1,2.045,0,0,1,1,0,3,0,6,13,13,6,5.667,2,11,11,2,6.75,0
1,3.182,2,3,2.573,0,0,1,1,0,1,0,0,8,12,5,6.001,0,8,12,5,6.001,0
1,4.545,1,2,4.545,0,0,0,1,0,2,0,0,6,10,5,7.6,1,6,9,1,5.5,0
1,1.818,1,2,1.727,0,0,1,1,1,1,0,0,6,7,6,6.571,0,6,8,6,7.083,1
1,3.918,3,3,1.818,0,0,1,1,0,3,0,0,5,14,0,0.0,0,5,5,0,0.0,0
1,3.091,1,3,2.709,0,0,1,1,0,1,0,0,8,11,7,6.934,0,8,11,7,6.934,1
1,2.182,3,3,3.636,0,0,1,1,0,2,0,0,8,11,6,6.338,0,8,11,6,6.338,1
1,5.909,1,1,7.027,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.918,3,3,4.182,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.182,3,3,3.091,0,0,1,1,1,1,0,0,6,7,6,5.5,0,6,6,5,6.1,0
0,2.727,2,3,3.9,0,0,1,1,0,2,0,0,5,11,4,5.375,0,5,11,4,5.667,0
1,0.909,3,3,5.818,0,0,1,1,0,3,0,0,6,7,5,7.1,0,6,6,6,7.083,1
1,3.918,1,2,2.273,0,0,0,1,0,1,0,0,7,11,4,6.3,0,7,7,4,5.787,0
0,2.727,1,1,0.545,0,0,0,1,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
0,2.727,3,1,7.109,0,0,1,1,0,3,0,0,5,6,5,7.0,0,5,6,5,7.083,1
1,1.818,3,3,4.545,0,1,0,1,0,3,0,0,6,16,2,5.0,0,6,12,4,6.125,0
1,4.909,3,1,4.309,0,0,1,1,0,1,0,0,6,6,6,6.917,0,6,8,6,6.562,1
0,3.918,2,2,5.455,0,0,0,1,0,3,0,0,5,8,2,5.5,0,5,5,1,5.5,0
0,3.918,3,3,5.318,0,0,1,1,0,2,0,0,6,6,4,6.125,0,5,5,0,0.0,0
0,2.727,3,3,4.427,0,0,1,1,0,3,0,0,5,5,5,6.9,0,5,6,5,6.833,1
1,2.727,2,1,2.473,0,0,1,1,0,1,0,0,6,8,3,6.0,0,6,9,1,5.5,0
1,4.0,2,3,3.209,0,0,1,1,1,1,0,0,6,7,4,6.875,0,6,10,6,5.778,1
1,1.818,3,3,4.545,0,0,1,1,0,3,0,0,7,7,0,0.0,0,8,13,2,6.575,0
0,3.636,3,3,3.091,0,0,1,1,0,2,0,1,5,6,5,6.917,0,5,7,5,7.7,1
0,5.455,3,3,3.364,0,0,1,1,0,2,0,0,5,5,5,7.9,0,5,5,5,8.4,1
1,0.909,3,3,1.818,0,0,1,1,0,2,0,11,14,26,12,6.263,11,14,26,12,6.263,1
1,3.918,3,3,7.273,0,0,1,1,0,3,0,0,7,9,6,6.392,0,8,11,0,0.0,0
0,2.727,3,3,2.727,0,1,0,1,0,3,0,0,5,5,0,0.0,0,5,5,1,5.0,0
1,3.918,1,2,3.636,0,0,1,1,0,1,0,0,5,8,3,6.5,0,5,8,3,5.333,1
1,3.636,1,2,3.636,0,0,1,1,0,2,0,0,6,8,0,0.0,0,6,10,0,0.0,0
1,4.545,2,2,2.727,0,1,0,1,0,2,0,0,4,4,0,0.0,0,5,5,0,0.0,0
1,5.0,1,3,3.891,0,0,0,1,0,1,0,0,6,10,2,6.0,0,6,0,0,0.0,0
1,3.918,2,2,0.909,0,0,1,1,0,1,0,0,5,7,4,5.375,0,5,10,2,5.5,0
1,3.364,1,1,2.891,0,0,1,1,0,1,0,0,5,8,5,5.8,0,5,10,4,6.75,1
1,2.182,2,2,1.773,0,0,1,1,1,1,0,0,5,6,5,5.9,0,5,8,4,5.8,1
1,4.545,3,1,4.391,0,0,1,1,0,1,0,0,6,7,6,8.0,0,6,6,6,7.583,1
1,4.545,1,1,3.782,0,0,1,1,1,1,0,0,6,6,6,6.333,0,6,6,6,5.75,1
1,3.918,2,2,1.045,0,1,0,1,0,2,0,0,6,6,0,0.0,0,6,6,0,0.0,0
1,3.082,3,1,3.082,0,0,1,1,0,1,0,2,7,9,5,6.3,5,9,10,8,6.375,0
1,6.091,3,3,4.818,0,0,1,1,0,1,0,0,8,8,7,6.7,0,8,8,7,6.7,1
1,3.364,1,1,3.3,0,1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,2.727,1,1,2.118,0,0,1,1,0,2,0,0,6,9,1,5.0,0,6,6,0,0.0,0
1,3.636,3,2,2.718,0,1,1,1,0,1,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,4.545,1,3,4.545,0,0,1,1,0,2,0,0,6,16,3,5.625,0,6,14,4,5.6,0
1,4.818,2,1,0.909,0,0,1,1,0,2,0,0,5,8,3,5.333,0,5,5,1,7.0,0
1,3.182,1,1,3.855,0,0,1,1,0,1,0,0,5,7,4,5.875,0,5,5,5,6.7,1
1,4.182,1,1,4.282,0,0,1,1,0,1,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,6.091,1,1,4.373,0,0,1,0,0,1,0,0,6,6,6,6.333,0,6,8,6,7.062,1
1,2.364,3,3,1.791,0,0,1,0,0,1,0,0,6,7,5,7.0,0,6,6,6,7.833,1
0,2.091,3,3,3.473,0,0,0,0,0,3,0,0,6,6,0,0.0,0,6,12,0,0.0,0
1,3.636,3,3,2.527,0,1,1,0,1,1,0,0,5,11,2,5.75,0,5,10,0,0.0,0
1,5.455,1,1,5.455,0,0,1,0,0,1,0,0,6,10,6,6.0,0,6,12,5,6.4,1
1,1.818,1,1,6.364,0,1,1,0,0,2,0,0,6,7,6,8.214,0,6,7,6,8.333,0
1,1.0,3,3,1.318,0,0,1,0,1,1,0,0,7,9,5,6.668,0,8,9,7,6.604,1
1,3.918,1,1,0.909,0,0,1,0,0,1,1,2,7,9,7,7.333,1,6,8,6,7.0,1
1,4.364,1,1,3.864,0,0,1,0,0,1,0,0,8,8,7,7.058,0,8,8,7,7.058,1
1,4.364,1,1,3.027,0,0,1,0,1,1,0,0,6,7,6,7.429,0,6,10,6,6.556,1
1,4.636,1,3,3.536,0,0,1,0,1,1,0,0,6,7,6,6.917,0,6,10,6,6.857,1
1,3.909,2,1,2.736,0,0,1,0,1,1,0,0,5,15,2,5.0,0,5,14,2,6.0,0
1,0.909,3,3,6.364,0,0,1,0,1,2,0,0,8,15,6,6.207,0,8,15,6,6.207,1
1,5.455,2,2,5.455,0,0,1,0,0,2,0,1,6,14,5,7.214,1,6,7,6,6.714,1
1,3.545,3,2,3.091,0,0,1,0,1,1,0,0,8,8,7,7.156,0,8,8,7,7.156,1
1,3.909,3,3,2.764,0,0,1,0,0,1,0,0,5,9,4,6.0,0,5,6,5,6.7,1
1,3.909,1,1,3.782,0,0,1,0,0,1,0,0,6,7,6,6.917,0,6,7,6,6.857,1
1,1.545,1,2,1.291,0,0,1,0,0,1,0,0,6,6,6,6.083,0,6,7,6,6.071,1
1,4.182,1,2,2.882,0,0,1,0,1,1,0,0,6,7,5,6.6,0,6,7,5,6.8,1
1,3.182,3,3,3.273,0,1,1,0,0,1,0,0,7,7,6,7.7,0,7,7,6,7.7,1
1,4.273,1,3,3.491,0,0,1,0,1,1,0,0,7,7,7,6.693,0,8,8,8,7.963,1
1,4.909,1,1,4.082,0,1,1,0,0,1,0,0,6,13,6,5.429,0,6,10,4,5.5,0
1,5.091,3,3,4.9,0,0,1,0,0,1,0,0,5,11,5,5.667,0,5,8,5,6.0,1
1,5.0,3,1,5.0,0,0,1,0,1,1,0,0,5,7,4,7.25,0,5,5,5,6.8,1
1,3.273,2,3,3.818,0,0,1,0,1,1,0,0,6,6,6,7.083,0,6,8,6,6.188,1
0,4.636,3,3,4.191,0,0,1,0,0,2,0,0,6,7,6,6.417,0,6,8,6,6.0,1
1,4.636,3,3,4.445,0,0,1,0,0,1,0,0,6,7,6,6.667,0,6,6,6,7.25,1
1,3.918,1,1,1.091,0,0,1,0,1,1,0,0,6,7,6,6.833,0,6,7,6,7.286,1
1,3.918,2,2,3.0,0,1,0,0,1,2,0,0,6,6,6,5.417,0,6,7,5,5.5,0
1,3.364,3,2,4.318,0,0,1,0,0,1,0,0,6,7,6,6.714,0,6,8,6,6.571,1
1,3.636,1,1,1.391,0,0,0,1,0,3,0,0,6,8,0,0.0,0,6,10,0,0.0,0
0,1.818,3,3,3.636,0,0,0,1,0,3,0,0,4,4,0,0.0,0,5,0,0,0.0,0
0,5.455,3,3,2.955,0,0,1,1,0,3,0,0,5,9,4,5.75,0,5,6,5,5.8,0
1,6.364,1,3,2.0,0,0,0,1,0,2,0,0,5,8,0,0.0,0,5,5,0,0.0,0
1,7.273,1,3,1.818,0,0,1,1,1,2,0,0,6,8,6,7.071,0,6,6,6,6.75,1
0,3.918,2,3,5.409,0,0,1,1,0,3,0,0,6,6,0,0.0,0,5,6,0,0.0,0
0,2.727,3,3,4.636,0,0,1,1,1,2,0,5,10,12,10,6.9,5,10,10,10,6.4,1
0,3.636,3,3,3.636,0,0,1,1,0,3,0,10,10,10,10,6.8,5,10,10,5,6.8,0
1,3.636,3,3,3.636,0,0,1,1,0,3,0,11,16,23,15,5.867,6,11,17,9,5.944,1
1,2.727,3,3,1.273,0,0,0,1,0,2,0,0,5,8,1,5.0,0,5,9,1,5.0,0
1,1.818,1,1,1.818,0,0,1,1,0,2,0,0,6,19,0,0.0,0,6,6,0,0.0,0
1,5.455,1,3,3.364,0,0,1,1,0,2,0,2,7,8,6,6.523,2,8,10,7,6.653,0
0,3.918,1,1,3.636,0,0,1,0,0,2,0,8,11,16,10,5.9,3,7,7,7,6.643,1
1,5.0,1,1,3.409,0,0,1,0,0,1,0,0,8,8,8,6.555,0,8,8,8,6.555,1
1,3.636,3,3,3.636,0,0,1,0,0,2,0,0,8,8,7,7.207,0,8,8,7,7.207,1
0,2.273,2,1,2.273,0,0,0,0,0,2,0,0,5,5,0,0.0,0,5,10,0,0.0,0
1,3.091,3,2,3.345,0,0,1,0,0,1,0,0,5,8,5,6.167,0,5,7,5,6.1,1
1,3.091,1,2,2.427,0,0,1,0,1,1,0,0,7,9,0,0.0,0,7,8,1,5.0,0
1,4.0,2,3,3.5,0,0,1,0,1,1,0,0,7,9,7,7.05,0,8,8,8,6.656,1
1,4.273,3,3,3.409,0,0,1,0,0,1,0,0,8,8,8,6.522,0,8,8,8,6.522,1
1,4.182,1,1,5.345,0,0,1,0,1,1,0,0,8,8,8,7.126,0,8,8,8,7.126,1
1,4.727,3,3,3.391,0,0,1,0,0,1,0,0,8,8,7,7.538,0,8,8,7,7.538,1
1,3.636,1,3,3.636,0,0,1,0,0,2,0,10,17,28,17,6.575,8,12,22,12,6.607,1
1,4.182,2,2,2.882,0,0,1,0,1,1,0,0,6,9,5,6.167,0,6,7,5,5.9,1
1,4.273,3,3,2.973,0,0,1,0,1,1,0,0,7,8,7,6.889,0,8,10,8,6.561,1
1,3.182,3,3,3.564,0,1,0,0,0,1,0,0,6,12,3,5.167,0,6,14,1,5.5,0
1,5.636,3,3,4.209,0,0,1,0,1,1,0,1,6,8,6,6.786,0,6,11,6,6.188,1
0,3.182,3,3,2.264,0,0,1,0,0,2,0,8,11,14,11,6.375,3,7,7,7,6.714,1
1,3.918,3,1,1.091,0,0,1,1,0,2,0,0,6,11,3,6.5,0,6,15,1,6.0,0
1,5.273,2,2,3.718,0,1,0,1,0,2,0,0,6,12,0,0.0,0,6,9,0,0.0,0
1,3.918,3,3,0.909,0,1,1,1,1,2,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,2.273,2,3,2.082,0,0,0,1,0,1,0,0,5,7,2,6.25,0,5,13,1,5.5,0
1,2.727,3,2,2.064,0,0,1,1,0,1,0,0,6,7,6,7.429,0,6,8,6,7.071,1
0,3.918,3,3,4.818,0,0,1,1,0,3,0,3,9,13,8,6.0,2,7,8,7,5.786,1
1,7.091,3,3,5.918,0,1,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.918,3,3,5.145,0,0,1,1,0,3,0,0,7,8,7,6.414,0,8,8,8,6.344,1
1,4.273,3,3,4.636,0,0,1,1,0,3,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,3.0,1,3,2.782,0,0,1,1,0,1,0,0,6,6,6,6.667,0,6,8,5,7.0,1
1,5.455,2,1,1.818,0,0,1,1,1,2,0,6,14,20,14,6.536,6,14,20,14,6.536,1
1,2.727,1,1,1.691,0,0,0,1,0,2,0,2,7,13,5,6.0,2,7,7,3,5.5,0
1,5.0,1,2,4.082,0,0,1,0,0,1,0,0,6,6,6,7.75,0,6,6,6,8.0,1
1,2.727,1,1,2.727,0,0,1,0,0,1,0,0,6,6,0,0.0,0,6,6,0,0.0,0
1,4.727,2,3,4.664,0,0,1,0,1,1,0,0,6,7,6,7.357,0,6,6,6,7.583,1
1,5.182,2,2,4.145,0,0,1,0,0,1,0,0,6,7,6,8.357,0,6,6,6,7.667,1
1,3.182,2,2,2.864,0,0,1,0,1,1,0,0,6,9,6,5.429,0,6,7,6,5.833,1
1,3.273,2,2,3.182,0,0,1,0,0,1,0,0,7,8,6,5.829,0,8,11,6,6.208,1
1,3.818,3,2,2.645,0,0,1,0,1,1,1,0,6,8,5,5.8,0,6,7,6,6.0,1
1,3.0,1,3,2.427,0,0,1,0,1,1,0,0,6,6,6,6.083,0,6,8,6,6.333,1
1,3.455,3,3,3.173,0,0,1,0,1,1,0,0,6,6,6,6.25,0,6,6,6,6.417,1
1,0.909,2,1,2.182,0,1,0,0,0,2,0,0,7,8,5,6.28,0,7,8,5,6.28,0
1,4.545,1,1,3.736,0,0,1,0,0,1,0,0,7,7,7,6.595,0,8,8,8,7.116,1
1,5.0,1,2,3.573,0,1,1,0,1,1,0,0,6,11,3,5.5,0,6,9,4,5.625,1
1,4.818,1,3,3.609,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.818,3,3,2.8,0,0,1,0,1,1,0,0,6,11,5,5.8,0,6,10,6,5.857,1
1,3.636,2,2,4.091,0,0,1,0,0,1,0,0,7,7,6,7.133,0,7,7,6,7.133,1
0,3.127,3,3,3.636,0,0,1,0,0,2,0,8,10,11,9,6.333,3,7,7,7,6.214,1
1,4.909,1,1,3.709,0,0,1,0,0,1,0,0,8,11,7,6.386,0,8,11,7,6.386,1
1,2.818,1,1,1.991,0,0,1,0,0,1,0,0,5,12,0,0.0,0,5,5,0,0.0,0
1,5.455,1,3,5.082,0,0,1,0,1,1,0,3,6,6,6,7.75,2,6,7,6,6.786,1
1,2.455,2,2,2.136,0,0,1,0,0,1,0,0,6,8,6,5.667,0,6,12,4,6.875,0
1,2.818,1,2,4.127,0,0,1,0,1,1,0,0,6,6,6,6.667,0,6,10,5,6.7,1
0,4.545,3,3,3.655,0,0,1,0,1,3,0,0,5,13,4,6.167,0,5,14,2,5.0,1
1,3.636,1,1,3.355,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.727,2,3,2.709,0,0,1,0,0,1,0,0,5,8,5,6.3,0,5,9,4,5.8,1
1,3.918,2,2,3.636,0,0,1,0,0,2,0,0,6,7,6,7.429,0,6,10,5,6.8,1
1,3.636,2,3,4.364,0,0,1,0,0,2,0,12,15,17,12,5.958,11,13,13,11,6.591,1
0,1.818,3,3,2.236,0,0,1,0,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
0,4.545,3,3,4.545,0,0,0,0,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,5.273,3,2,4.064,0,0,1,0,0,1,0,0,6,6,6,8.5,0,6,6,6,7.75,1
1,4.545,3,3,1.345,0,0,1,0,0,3,0,14,19,24,19,6.105,11,13,13,13,5.692,1
1,6.364,1,1,3.318,0,0,1,0,1,2,0,1,6,8,6,6.5,0,6,9,5,6.429,1
0,3.636,3,3,2.555,0,1,0,0,0,3,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,6.364,3,3,6.364,0,0,1,0,0,1,0,0,6,7,6,6.786,0,6,9,6,6.357,1
1,3.918,3,3,0.955,0,0,1,0,0,3,0,0,3,7,1,7.0,0,2,4,0,0.0,0
1,3.918,3,3,1.818,0,0,0,0,0,3,0,0,5,5,0,0.0,0,4,5,0,0.0,0
1,0.909,3,3,0.909,0,0,1,0,0,3,0,13,15,20,13,6.231,10,13,13,10,5.55,0
1,4.545,1,1,4.545,0,0,1,0,0,1,0,0,6,8,4,7.2,0,6,6,5,6.5,1
1,1.727,1,1,1.727,0,0,0,0,0,1,0,0,6,6,0,0.0,0,6,0,0,0.0,0
1,3.636,1,3,2.809,0,1,1,0,0,1,0,0,6,6,6,7.167,0,6,6,6,7.083,1
1,3.636,1,1,3.255,0,1,1,0,0,1,0,7,13,21,11,5.955,5,11,14,11,5.364,1
1,6.727,1,1,6.473,0,0,1,0,0,1,0,1,6,8,6,6.857,0,6,8,6,7.188,1
